,Cutibacterium acnes,Cutibacterium granulosum,Propionibacterium sp. oral taxon 193,Micrococcus luteus,Corynebacterium ureicelerivorans,Corynebacterium kroppenstedtii,Nocardioides dokdonensis,Dermacoccus nishinomiyaensis,Roseomonas sp. FDAARGOS_362,Pseudomonas stutzeri subgroup,Pseudomonas stutzeri group,Pseudomonas stutzeri,Corynebacterium singulare,Moraxella osloensis,Acinetobacter schindleri,Cupriavidus metallidurans,Rothia dentocariosa,[Clostridium] saccharolyticum,Bradyrhizobium sp. BTAi1,Pantoea agglomerans group,Corynebacterium simulans,Pantoea agglomerans,Rhodococcus sp. PBTS 1,Janibacter indicus,Acinetobacter johnsonii,Rhodococcus sp. PBTS 2,Deinococcus radiodurans,Gordonia bronchialis,Tessaracoccus flavus,Pantoea sp. PSNIH2,Tsukamurella sp. MH1,Actinomyces oris,Nocardioides sp. JS614,Rothia mucilaginosa,Kytococcus sedentarius,Staphylococcus hominis,Stenotrophomonas maltophilia,Gardnerella vaginalis,Kocuria flava,Erwinia billingiae,Corynebacterium jeikeium,Kocuria palustris,Pseudomonas balearica,Paracoccus yeei,Enterococcus casseliflavus,Gordonia terrae,Dermabacter vaginalis,Microlunatus phosphovorus,Lachnoclostridium phytofermentans,Enterococcus sp. FDAARGOS_375
1,0.005909064419545799,0.010666789833963613,0.007129173508507515,0.007242969934642758,0.003794830285514119,0.00222386027214429,0.007174308486736412,0.005122517487120892,0.0028242237127292175,0.006487071990312353,0.006514816728807324,0.009351517595003975,0.007321175522003817,0.009974866414964645,0.00338563559946791,0.007079731257693631,0.0018755362851163818,0.008604397449179027,0.005356161484361544,0.0001276260016707404,0.0001602452059385917,0.0031184790685824643,0.005880044251767523,0.0015990284825784685,0.002990922277999662,0.0022875017684545152,0.002900447947015536,0.0016571260871647935,0.007310192895551742,0.001921441275013772,0.0005105419212618272,0.0071163138867403695,0.0006668255624736584,0.0012947191491358139,0.0038453201336293777,0.007545212057780198,0.0020694558409289497,0.005601748479764981,0.004085800251354068,0.0,0.007990665678469636,0.003115804088818757,0.00693714072973267,0.00032615745745436566,0.0004659967962720254,0.0,0.002017122987804783,0.001115017457717645,0.0007621990677596563,0.007148962073440795
2,0.011414928817539511,0.016051986358047686,0.005730224715178695,0.004621989989621367,0.00576690317487773,0.009875684353421291,0.003733373973376851,0.010128531322641434,0.005487285029746521,0.010237274397985415,0.012936487868453911,0.006314192261010046,0.008216772517426653,0.0034071415470134404,0.010836986059783534,0.002589629583422862,0.0024794637157108113,0.0035206262590451384,0.009319343336967736,0.007261630074117428,0.0075984775078293074,0.001990525109069891,0.003484112778061119,0.0015585711790647295,0.0015195263953008986,0.0053029532651919275,0.0060885331638243605,0.003630208797855922,0.0027934447636537895,0.0016922723285732564,0.009060536164232056,0.002892080603807558,0.00279812773137792,0.0013499628952209476,0.0036271347345517386,0.006802627499968561,0.0043583213702380694,0.0035799986598684733,0.0004888738001913521,0.009182633379128106,0.003377189779005631,0.0024595909784609652,0.002399304533033442,0.004243721488926317,0.003163169857852792,0.002053761168895437,0.0025140833855996246,0.0027066703189179203,0.0,0.00040889659872374697
3,0.009988792335943063,0.01687994664768646,0.007661333282158537,0.006905601692924835,0.00567730068917681,0.0029944512309745927,0.005689028099355944,0.008492315531506575,0.0045260058703801885,0.006773549691112925,0.0009887647400027763,0.01275906680105148,0.002401812864380191,0.004010759601558054,0.003373620785833457,0.01769233871956597,0.0060590103484001396,0.005628794609788964,0.003056112086607176,0.005164196249956137,0.009066228422678346,0.0015472794218852378,0.0016450343264547448,0.0009582238940572578,0.0038526629490058632,0.006909534103522344,0.004050298384671299,0.0008801731618376556,0.00550273340396879,0.004305974359002361,0.0005263998940346486,0.0016089228069065815,0.0025041921811343377,0.0028798391651019984,0.0019051813408126634,0.0027517213016864713,0.001409116348485791,0.00464916070192149,0.0,0.0024655560480106274,0.0011043764829089802,0.003105694650893965,0.0010865665644597322,0.0017967396846506583,0.0051368351586958206,0.0026338989687728753,0.0021477176301088604,0.0010752298994556695,0.005483830708286447,0.0
4,0.009063776025014783,0.010971774314393098,0.00701880837375667,0.005035425714321485,0.0031072649616835347,0.004996563703356261,0.004715268934417096,0.0037150843499807276,0.004469336910029028,0.008512373754819103,0.002072630122541908,0.006306597608807252,0.003174247549479446,0.0028364692576037546,0.0003675287711916843,0.003564436610116057,0.008595005771318866,0.0,0.0034742801226051835,0.0067937317367013665,0.004046204983362492,0.0063078829636355445,0.004232008398209103,0.004302863011904175,0.0060641375539534515,0.0050544353539398925,0.0016199883163783096,0.00809841839134735,0.003991681468051516,0.0009849699810839708,0.003446817475565765,0.005429981089080565,0.0017682057555285634,0.002478739664007243,0.0033654791528148543,0.007609993372926715,0.002328239892210712,0.003333976100049494,0.0013047360625613874,0.0031768507333253147,0.0032543347171105504,0.0040754089081036695,0.000406291360152667,0.00320374784539811,0.0,0.0017703806765646934,0.0006254532788605215,0.0030868063545908117,0.009017939248470984,0.005729137879773446
5,0.01918821824677638,0.009227564458940999,0.007635541338140763,0.00253071153205395,0.008515815591161675,0.004987005285917653,0.004306658402399804,0.005477100159174258,0.014915604766778482,0.013881337355463416,0.004940074691924741,0.005536881524686184,0.008334538523577151,0.0027883038104901513,0.0030651651521783436,0.005685487646178421,0.0032405247323619374,0.0010809281347392598,0.002382204750807445,0.0009481472353270794,0.0011025435035997763,0.004439250105868174,0.0012282385085537024,0.006302776904335649,0.001630746663960223,0.006842561092569137,0.0027577970245744724,0.0007299946786495594,0.007740948620512417,0.006926342719574247,0.0011983120598942514,0.003166462077040591,0.004353483126563977,0.0016194608803290957,0.00394132329891538,0.002190400672962983,0.004403814663863065,0.004031610971201621,0.004252531945569231,0.0029444290375483166,0.006273138105900434,0.005188199783285739,3.512091290723135e-05,0.005073864389003297,0.0,0.0030056171759734124,0.005932398409926375,0.00321383868877047,0.0020856223322022033,0.0
6,0.007273136324030832,0.010395491092833001,0.005309381103263871,0.011614387032633367,0.0054447184417166375,0.0037233118100751784,0.006574410597295352,0.006631065079926758,0.003349537492539309,0.012285210395282596,0.0030331860950285868,0.002343971598544368,0.001290724891523906,0.006403749310801067,0.002892903162830699,0.002204211618628451,0.009105205929295021,0.0014979523318387584,0.005527644995118106,0.010405714734098763,0.003922091007737162,0.0044828151061175,0.0038731485042699785,0.003914351797359106,0.0014580357243175871,0.003085372845594487,0.0026324834090796926,0.009319308516258036,0.003913063570201557,0.0013911967933454184,0.00450345189861599,0.001846359566819291,0.0035790183297824034,0.0036493743600722176,0.0045039246747679215,0.007223969251599472,0.00583468327631099,0.0020014572875520662,0.0029376564957810086,0.0013991092425758218,0.0016788095853468338,0.0015420956176755683,0.001737518604837431,0.006889379128427481,0.0029650806604643786,0.0037910439841791523,0.004716950246993747,0.003119477706363431,0.010860530700016644,0.007020918712402915
7,0.015411689728597822,0.009377557075831561,0.00784337664825706,0.007645442335888359,0.007436268753860532,0.006409817617719289,0.008824488374818872,0.006019455887368367,0.004482473633887389,0.009662513758680862,0.002953277333641209,0.0049331467542939765,0.007593218940279142,0.00639784079631341,0.004674326886246948,0.002471802097407008,0.008287285782250116,0.007671371703874259,0.002770165162751896,0.0012503024352601198,0.001615531785822141,0.0012823098647555763,0.0008754525873341919,0.0026076058827033863,0.003367502908321003,0.0016870423371762688,0.004149034238501967,0.00027105279369186227,0.004825149879150902,0.0016345695679725852,0.0010953047528730261,0.003265960721069483,0.004097880214748464,0.0004718711342680105,0.003446499250901386,0.0036556460811142224,0.0067309526589875,0.0038999507894800236,0.0015986706000828764,0.005371985039494366,0.002806971064053838,0.0027948654708379594,0.0055227641514747315,0.0024880864141852395,0.002631905363075374,0.004123934859643799,0.001265563640936602,0.0030673789333384048,0.005985833712886825,0.001778570409746006
8,0.014080735421583179,0.009224147029931308,0.007288344491514853,0.0028731049960320563,0.007134262436983296,0.005927424234266588,0.002753620213403945,0.006212891114911327,0.009576543893554813,0.0022655382588313952,0.0037302663723315743,0.001261534587430687,0.007488787183810219,0.008130844444787667,0.0015648604576623528,0.004784909889044871,0.0017557434077061145,0.0,0.0,0.008479685823334037,0.0029017630737755247,0.007306765777707445,0.006568867025868122,0.004812645493344657,0.005161002244600511,0.0014392310428010277,0.0022189049848297822,0.0,0.002549217827344192,0.0035120652537314625,0.005160082039083608,0.0031044259225551595,0.006309616300177487,0.005316248507641838,0.0011946907633528059,0.007242488238860962,0.005760382502890435,0.008304489522600227,0.0036069339866018095,0.001371927595077952,0.00252910102293859,0.0015243797137001415,0.002802056202828709,0.0004263062408032295,0.013378358818287492,0.0018777560349226819,0.00509237072625623,0.0012053196007601535,0.0,0.0018989264527782908
9,0.003554806353134204,0.01521751667648491,0.010303373256214136,0.005454557841327481,0.011530755805956621,0.006406077345611483,0.004304092160219518,0.00464033253633351,0.003815660799800123,0.003139189729531834,0.010607139661327815,0.005957726927772548,0.002235661903993819,0.0036348531451870342,0.0027124028499968178,0.002179551667577911,0.007997403570282646,0.0051552260182761486,0.008782140355738405,0.007120232439975731,0.0009265678185805973,0.009150136145233396,0.007929899536100338,0.007221283122744349,0.0031317961402840774,0.001345988285830409,0.004122290030145923,0.004410876208136407,0.002936920934398028,0.0008662040344840003,0.0007387140902872777,0.002048215059810538,0.004865288899203654,0.003770404007569397,0.008954977254676947,0.0008012783068608448,0.0009210730345790046,0.003105327041170732,0.00922040842666141,0.0022294385809827743,0.007897837225620733,0.0022530275729994126,0.0007013566646594172,0.001979432964366489,0.005184099945290144,0.002867610367500289,0.003155223231249389,0.0024367350346154323,0.0012738985224017949,0.0014013433817425137
10,0.00633716386012112,0.007981006859192638,0.009775584224177349,0.001748630822257183,0.005409315558833565,0.003213064368697781,0.003113353658064824,0.010452417677627087,0.007591778295037985,0.0028321327004899766,0.005879491204041418,0.0032072382879282427,0.004556300844071951,0.009432050353613974,0.0038016538957230594,0.0,0.0009501333574513217,0.0056631991317927935,0.011536725630676503,0.005725872795967235,0.006435259828939652,0.004327046059075259,0.004697350486977721,0.004639512725498856,0.0036230360413697276,0.005020570594791007,0.003524375735277503,0.00430425373242304,0.002404887661572217,0.004639683547683092,0.0,0.002547417628311112,0.0017845908755121497,0.0018603454302180086,0.004816786678617177,0.0056514075054586565,0.0002036345685106908,0.003116495235038443,0.005594249554244275,0.0015315277030574616,0.006601404864205744,0.0007541664815641244,0.0028447510707379367,0.0037424349431655333,0.01098512612632888,0.00975205296443628,0.0016892392026035042,0.004325676438359352,0.0011932972241029114,0.005451297751532207
